评论ID,评价内容,情感倾向,评价长度,长度分类
952,"这次住的真的很舒服～酒店干净又漂亮。
进门就能看到手写卡片，超级用心，烧水壶很干净，无水垢，而且烧水巨快!!!
胶囊咖啡机很新，mini bar 还有峨眉雪，荔枝味超好喝!不够还可以续，就连矿泉水都好高级。
超大浴缸非常舒适，每天睡前都有赠送水果和甜点，夜宵米糊好好喝，椰蓉小点心也好好吃，洗浴用品是艾绰的，戴森吹风机，出热水很快。
酒店位置就在万达附近，周围好吃的特别多，半夜外卖都是前台直接给送上门的。
早餐超级丰富，钵钵鸡、蛋烘糕、甜皮鸭、跷脚牛肉乐山经典的都在这里能吃到，跷脚牛肉好好吃!
早餐很丰富，种类超多，水果也很丰富。服务人员也非常专业。
VCA项链和衣服落在酒店里，当时好紧张，联系管家，还给免费寄回了。
服务司机小祝，有求必应，管家小袁和小代，每个人的服务都很贴心，享受到的待遇完全是超出价格的。
平时住2k-3k的酒店很多，这个酒店价格非常合适，其酒店服务、餐厅水准、床品是差不多甚至更好的水平～
酒店绿植、家居摆件我都非常非常喜欢～
以后来乐山只住这个酒店了～
展开更多",正面,447,长(201-500字)
953,这个酒店让我最惊喜的是他们的管家从下单订房到联系我安排的一切小帅和小郭特别精细的服务，让我感动。整个空间环境特别，颇有艺术感，餐饮定制的早餐堂前操作的帅哥小厨师都非常用心服务。每个服务人员都会给您宾至如归的感觉，有一种家的温馨。早中晚每一顿餐饮美食都会给到你不同的惊喜，这个酒店打卡超级出片。,正面,146,中等(101-200字)
954,酒店整体都不错，服务也很棒，前台小颖管家小代都很热情，还帮忙升级了房型。早餐很棒，最喜欢的就是那个牛肉面，可惜忘记拍照了。,正面,61,短(51-100字)
955,酒店非常不错，装修风格非常独特，很有设计感。前台管家服务态度都很好，很热情，贴心，办理入住很快，管家回消息都是秒回，很喜欢，早餐也是有乐山一些当地特色小吃，很美味。感谢管家小帅小税和经理小王的热情服务，下次有机会还会选择安珀。,正面,113,中等(101-200字)
956,安珀酒店的服务真的很周到贴心，每天有夜床点心送到客房，水果也是天天更新，迷你吧还有峨眉雪特色美食，好担心在乐山多住几天，都会吃胖了。早餐除了常规酒店的早餐以外，还有乐山当地特色的各类小吃（钵钵鸡、蛋烘糕、跷脚牛肉），做的口味也非常地道。管家们的服务很热情，很多需求都能得到及时的回应解释。前厅CiCi、Lena、Miya的服务高度赞扬。推荐到乐山追求品质的客人可以考虑这家酒店，很值得肯定，也希望越来越好。,正面,203,长(201-500字)
957,这次在乐山入的住安珀酒店还是不错的。首先酒店的硬件设施非常好，智能马桶、戴森吹风机。晚上还有赠送甜点。管家小代小袁也很贴心，对于我提出的增加拖鞋、提供一次性泡澡袋、安排车送高铁站等要求都解决的非常顺畅。送火车站的司机小祝也很棒，服务周到又热情。,正面,122,中等(101-200字)
958,不错👍……管家服务专业。高铁接送服务nice。感谢司机小祝接车服务到位，让我们体会到家的温暖。,正面,47,极短(≤50字)
959,"超越期望值的体验，入住之后安排了专门的管家，非常细心的照顾到了所有需求，超级满意。

入住的时候送了果盘，桌上有手写的欢迎卡片，迷你吧赠送了各类饮品，椰子水点赞！！！可以说比成都很多上千的酒店的品质都要好。

房间的格局很合理，内部设计也非常艺术，床品很干净舒适，晚上睡了很舒服的觉！用品配置很高端，汉斯格雅的卫浴，吹风机是戴森的，意外的是还提供了乳胶枕、薰衣草枕给我们，晚上还请管家安排了中草药泡脚。

总的来说是非常满意的一次入住，虽然离乐山老城区比较远，但真的值得，体验感满分，推荐大家入住！感谢管家小税小王，前台小郭，以及送我们到高铁站的小帅，非常细心！态度太好啦！
展开更多",正面,292,长(201-500字)
960,"私享管家服务:管家贴心热情，特别是小王小税，从下订单开始就联系我们，为我们安排好的一切

环境：酒店环境特别好，设计师酒店，办理入住时给人舒心舒适的氛围
服务：前台小姐姐小娟服务很好，为我们考虑周到，根据我们的需求安排适合我们的房间
为安珀酒店的工作人员疯狂打call，谢谢你们的服务，下次还会再来",正面,149,中等(101-200字)
961,乐山最好的酒店，没有之一，硬件港港的，服务也好，预定后就有管家联系，到店后入住办理很快，早餐超值，西点，咖啡品质都很高，抄手也很好吃，全店工作人员服务意识都很强，特别表扬负责联系我的管家小代和小帅，还有前台小李，细致专业，让客人有宾至如归的感觉，以后来乐山就安铂咯,正面,132,中等(101-200字)
962,一般吧。。,中性,5,极短(≤50字)
963,房型宽，装饰高档，干净卫生，条件很好，服务满意。酒店整体感觉不错，是我喜欢的。接送站司机小祝，服务热情，点个赞。,正面,56,短(51-100字)
964,没有特别感觉,中性,6,极短(≤50字)
965,酒店位置很好，周围吃的很多，交通也很方便。设施很新，装修风格很清新，管家小帅，小祝，小尹服务热情、到位，还有入住水果和下午茶甜点，体验感很好。强烈推荐。,正面,76,短(51-100字)
966,酒店非常适合年轻人～很时尚～管家小袁～小祝～前台小雨～服务态度非常的好～早餐很棒～钵钵鸡 跷脚牛肉 蛋烘糕都有～面条也很好吃～鲜榨果汁也不错～房间有免费提供饮料几种～晚安甜点～细节做得都很好～保洁大姐这些都很有礼貌～打扫得也很干净～西餐厅的下午茶都很不错～服务很好～下次来乐山也会首选安珀。,正面,145,中等(101-200字)
967,感恩遇见，在乐山住到如此奢华高雅的法式酒店，为我们的行程带来一抹惊喜。无论从酒店的设计管理硬件设施还是服务人员的素质都不得不让我赞叹。感谢管家小代，司机小祝还有前台小李的精致服务。下次还要入驻这家酒店！,正面,101,中等(101-200字)
968,"端午节带家人一起游乐山，选择了安珀酒店
酒店设施配套齐全
房间充满法式浪漫
早餐品种也很丰富
家人在乐山留下了非常难忘的印象
要感谢本次入住为我服务的管家小帅小代和前台小颖为我们提供了宾至如归的服务
下次来乐山还是会首选安珀酒店💖💖💖
展开更多",中性,122,中等(101-200字)
969,"听朋友讲乐山新开了一家安珀酒店还不错，趁着最近有点空闲时间就和夫人一道去很久未去的乐山玩一玩，入住了乐山心念已久的安珀酒店。因为在贵阳入住过安珀酒店 ，对安珀酒店的服务、风格、卫生情况均留下了很好的印象，不免两个酒店有一些比较。总之觉得乐山的酒店各方面与贵阳差不多，都很喜欢！从一订好房开始，酒店的服务就跟上了，前台小郭、管家Lip、西餐厅服务人员均有丰富的专业水平，相当不错！对提出的一些问题及时进行解决。我夫人很满意这次乐山之行，特别满意入住的酒店。希望下次有机会去乐山时再入住安珀。
展开更多",正面,249,长(201-500字)
970,酒店非常不错，很满意，前台管家服务态度都很好，很热情，贴心，办理入住很快，管家会推荐周边美食，消息都是秒回，酒店装修风格也不错，很喜欢，特别感谢管家小代小祝和经理小王的热情服务，下次有机会再来。,正面,97,短(51-100字)
971,服务很不错,正面,5,极短(≤50字)
972,第一次到乐山旅游，看到这家新酒店，评价不错就订了，住了2晚。酒店位置虽然不在市中心，但自驾方便而且周边有万达广场。这酒店的服务完全超出我的预期，比很多主流品牌五星级酒店的服务更细心和人性化，软件硬件都很满意。依次接触过地面停车场保安员、前台、管家、楼层和餐厅的工作人员，每个都具有挺强的服务意识，尤其要表扬Lola和管家小袁的贴心服务，太赞了。对于我基本不做点评的人，实在忍不住要给这酒店好评，希望乐山安珀酒店能保持服务水准。,正面,213,长(201-500字)
973,酒店非常不错，服务非常好，管家小代小税，和前台小钱很好，很热情，下次还会再来,正面,38,极短(≤50字)
974,酒店整体品控设计风格独特，对本次入住服务非常满意，谢谢管家小代小帅和前台小赵。有机会会再次入住安珀酒店！也为给朋友推荐！,正面,60,短(51-100字)
975,入住整体感觉很不错，服务细致，早餐也很有特色，管家小祝小税，还有前台小郭很热情。,正面,40,极短(≤50字)
976,无意中订的这家酒店。没想到，体验感超级好，服务水平没得说，奔驰车接送客人。一进酒店，那种服务水准让你立马有了想再来的感觉，硬件没话说，装修软装太有品味。我们三个闺蜜出行，前台立马多赠送一个早餐。管家Aria妹妹亲切友好，随时都在咨询客户的需求。进房间，配备的东西高档，床品特别舒服。不一一赘诉，三亚海棠湾的五星豪华酒店除了外部自然环境，其他真比不上它家。低调奢华👍,正面,182,中等(101-200字)
977,酒店硬件设施非常棒！将法式艺术融入酒店氛围营造，给人很好的体验！管家小代和小袁也很贴心，服务周到细致，为他们点赞一下😀,正面,59,短(51-100字)
978,酒店设施设备不错，值得入住，前台员工小娟，小钱，小颖，管家小袁服务很好。,正面,36,极短(≤50字)
979,"私享管家服务:第一次感受到这么贴心的管家服务，管家提前一天联系我，提醒我注意事项，还给了很多实用的旅游咨询，使我的旅程非常顺利。

卫生：五星级酒店水平

环境：非常棒的设计，让人赏心悦目，特别是前台设计的特别漂亮

服务：特别感谢管家小税、小代，和前台小帅，特别贴心的服务

早餐：非常丰盛，而且有所有乐山特色美食

绝对是乐山旅游的最佳选择
展开更多",正面,177,中等(101-200字)
980,酒店超级棒 入住的时候有欢迎水果 迷你吧的饮料也都是免费的！然后每天还会送一份小甜品 管家小郭和小代还有小袁服务也很贴心 外卖都会帮忙送到门口 下次来乐山还会选择这里～,正面,84,短(51-100字)
981,"服务：拥有这个定位需要的高水准贴心服务。夜床有赠送小点心，所有工作人员都热情周到，管家小帅的服务也很细致。

环境：酒店开业不久，十分干净。居住环境安静舒适。",正面,79,短(51-100字)
